Original_Field_ID,Category,Section,Table_Name,SQL_Column_Name,SQL_Data_Type,Field_Type,Label
posterosuperior_cuff_fixation_details,shoulder,,shoulder_general_part_3,orth_sh_posterosuperior_cuff_fixation_details,TEXT,textarea,Posterosuperior cuff fixation details
posterosuperior_cuff_other,shoulder,,shoulder_general_part_3,orth_sh_posterosuperior_cuff_other,TEXT,textarea,Posterosuperior cuff other
rotator_cuff_extent_of_implant_removal,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_extent_of_implant_removal,VARCHAR(50),radio,Rotator cuff extent of implant removal
rotator_cuff_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_implants_removed,VARCHAR(500),text,Rotator cuff implants removed
rotator_cuff_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_implants_retained,VARCHAR(500),text,Rotator cuff implants retained
rotator_cuff_technique_details,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_technique_details,TEXT,textarea,Rotator cuff technique details
rotator_cuff_implant_details,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_implant_details,TEXT,textarea,Rotator cuff implant details
rotator_cuff_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_rotator_cuff_intraoperative_complications,TEXT,textarea,Rotator cuff intraoperative complications
biceps_anchor_repair_fixation_to_bone,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_repair_fixation_to_bone,JSONB,checkbox,Biceps anchor repair fixation to bone
biceps_anchor_extent_of_implant_removal,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_extent_of_implant_removal,VARCHAR(50),radio,Biceps anchor extent of implant removal
biceps_anchor_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_implants_removed,VARCHAR(500),text,Biceps anchor implants removed
biceps_anchor_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_implants_retained,VARCHAR(500),text,Biceps anchor implants retained
biceps_anchor_other_treatment,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_other_treatment,TEXT,textarea,Biceps anchor other
biceps_anchor_technique_details,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_technique_details,TEXT,textarea,Biceps anchor technique details
biceps_anchor_implant_details,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_implant_details,TEXT,textarea,Biceps anchor implant details
biceps_anchor_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_biceps_anchor_intraoperative_complications,TEXT,textarea,Biceps anchor intraoperative complications
lhb_tenotomy_location,shoulder,,shoulder_general_part_3,orth_sh_lhb_tenotomy_location,JSONB,checkbox,LHB tenotomy location
lhb_tenodesis_type,shoulder,,shoulder_general_part_3,orth_sh_lhb_tenodesis_type,VARCHAR(50),radio,LHB tenodesis type
lhb_tenodesis_location,shoulder,,shoulder_general_part_3,orth_sh_lhb_tenodesis_location,JSONB,checkbox,LHB tenodesis location
lhb_extent_of_implant_removal,shoulder,,shoulder_general_part_3,orth_sh_lhb_extent_of_implant_removal,VARCHAR(50),radio,LHB extent of implant removal
lhb_implants_removed,shoulder,,shoulder_general_part_3,orth_sh_lhb_implants_removed,VARCHAR(500),text,LHB implants removed
lhb_implants_retained,shoulder,,shoulder_general_part_3,orth_sh_lhb_implants_retained,VARCHAR(500),text,LHB implants retained
lhb_other_treatment,shoulder,,shoulder_general_part_3,orth_sh_lhb_other_treatment,TEXT,textarea,LHB other
lhb_technique_details,shoulder,,shoulder_general_part_3,orth_sh_lhb_technique_details,TEXT,textarea,LHB technique details
lhb_implant_details,shoulder,,shoulder_general_part_3,orth_sh_lhb_implant_details,TEXT,textarea,LHB implant details
lhb_intraoperative_complications,shoulder,,shoulder_general_part_3,orth_sh_lhb_intraoperative_complications,TEXT,textarea,LHB intraoperative complications
ghj_arthrodesis_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_arthrodesis_type,JSONB,checkbox,GHJ arthrodesis type
ghj_arthrodesis_implant,shoulder,,shoulder_general_part_3,orth_sh_ghj_arthrodesis_implant,JSONB,checkbox,GHJ arthrodesis implant
ghj_arthrodesis_bone_graft,shoulder,,shoulder_general_part_3,orth_sh_ghj_arthrodesis_bone_graft,JSONB,checkbox,GHJ arthrodesis bone graft
ghj_debridement_arthroplasty_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_debridement_arthroplasty_type,JSONB,checkbox,GHJ debridement arthroplasty type
ghj_interposition_material,shoulder,,shoulder_general_part_3,orth_sh_ghj_interposition_material,TEXT,textarea,GHJ interposition material
ghj_replacement_arthroplasty_intention,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_arthroplasty_intention,VARCHAR(50),radio,GHJ replacement arthroplasty intention
ghj_replacement_temporary_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_temporary_type,VARCHAR(50),radio,GHJ replacement temporary type
ghj_replacement_temporary_location,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_temporary_location,VARCHAR(50),radio,GHJ replacement temporary location
ghj_replacement_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_type,VARCHAR(50),radio,GHJ replacement type
ghj_replacement_anatomic_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_type,VARCHAR(50),radio,GHJ replacement anatomic type
ghj_replacement_anatomic_glenoid,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_glenoid,VARCHAR(50),radio,GHJ replacement anatomic glenoid
ghj_replacement_anatomic_glenoid_fixation,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_glenoid_fixation,VARCHAR(50),radio,GHJ replacement anatomic glenoid fixation
ghj_replacement_anatomic_glenoid_bone_graft,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_glenoid_bone_graft,VARCHAR(50),radio,GHJ replacement anatomic glenoid bone graft
ghj_replacement_anatomic_glenoid_design,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_glenoid_design,VARCHAR(50),radio,GHJ replacement anatomic glenoid design
ghj_replacement_anatomic_glenoid_bearing_surface,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_glenoid_bearing_surface,VARCHAR(50),radio,GHJ replacement anatomic glenoid bearing surface
ghj_replacement_anatomic_humerus_design,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_humerus_design,VARCHAR(50),radio,GHJ replacement anatomic humerus design
ghj_replacement_anatomic_humerus_bearing_surface,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_humerus_bearing_surface,VARCHAR(50),radio,GHJ replacement anatomic humerus bearing surface
ghj_replacement_anatomic_humerus_fixation,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_anatomic_humerus_fixation,VARCHAR(50),radio,GHJ replacement anatomic humerus fixation
ghj_replacement_reverse_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_type,VARCHAR(50),radio,GHJ replacement reverse type
ghj_replacement_reverse_baseplate_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_baseplate_type,VARCHAR(50),radio,GHJ replacement reverse baseplate type
ghj_replacement_reverse_augmented_baseplate,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_augmented_baseplate,VARCHAR(50),radio,GHJ replacement reverse augmented baseplate
ghj_replacement_reverse_baseplate_fixation,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_baseplate_fixation,VARCHAR(50),radio,GHJ replacement reverse baseplate fixation
ghj_replacement_reverse_baseplate_peripheral_screws,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_baseplate_peripheral_screws,VARCHAR(50),radio,GHJ replacement reverse baseplate peripheral screws
ghj_replacement_reverse_baseplate_shape,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_baseplate_shape,VARCHAR(50),radio,GHJ replacement reverse baseplate shape
ghj_replacement_reverse_baseplate_graft,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_baseplate_graft,VARCHAR(50),radio,GHJ replacement reverse baseplate graft
ghj_replacement_reverse_glenosphere_bearing_sphere,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_glenosphere_bearing_sphere,VARCHAR(50),radio,GHJ replacement reverse glenosphere bearing surface
ghj_replacement_reverse_glenosphere_diameter,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_glenosphere_diameter,TEXT,textarea,GHJ replacement reverse glenosphere diameter
ghj_replacement_reverse_glenosphere_geometry,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_glenosphere_geometry,VARCHAR(50),radio,GHJ replacement reverse glenosphere geometry
ghj_replacement_reverse_humerus_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_humerus_type,VARCHAR(50),radio,GHJ replacement reverse humerus type
ghj_replacement_reverse_humerus_bearing_surface,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_humerus_bearing_surface,VARCHAR(50),radio,GHJ replacement reverse humerus bearing surface
ghj_replacement_reverse_humerus_fixation,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_humerus_fixation,JSONB,checkbox,GHJ replacement reverse humerus fixation
ghj_replacement_reverse_humerus_uncemented_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_reverse_humerus_uncemented_type,VARCHAR(50),radio,GHJ replacement reverse humerus uncemented type
ghj_replacement_subscapularis_management,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_subscapularis_management,VARCHAR(50),radio,GHJ replacement subscapularis management
ghj_replacement_subscapularis_repair,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_subscapularis_repair,VARCHAR(50),radio,GHJ replacement subscapularis repair
ghj_replacement_subscapularis_repair_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_replacement_subscapularis_repair_type,JSONB,checkbox,GHJ replacement subscapularis repair type
ghj_stabilisation_type,shoulder,,shoulder_general_part_3,orth_sh_ghj_stabilisation_type,JSONB,checkbox,GHJ stabilisation type
ghj_capsulolabral_repair_anterior_labrum_to_bone_fixation,shoulder,,shoulder_general_part_3,orth_sh_ghj_capsulolabral_repair_anterior_labrum_to_bone_fixati,JSONB,checkbox,GHJ capsulolabral repair anterior labrum to bone fixation
remplissage_fixation,shoulder,,shoulder_general_part_3,orth_sh_remplissage_fixation,JSONB,checkbox,Remplissage fixation
ghj_bony_bankart_anterior_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_bony_bankart_anterior_fixation,JSONB,checkbox,GHJ bony bankart anterior fixation
ghj_glenoid_recon_anterior_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_anterior_type,VARCHAR(50),radio,GHJ glenoid recon anterior type
ghj_glenoid_recon_anterior_fbg_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_anterior_fbg_type,VARCHAR(50),radio,GHJ glenoid recon anterior FBG type
ghj_glenoid_recon_anterior_fbg_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_anterior_fbg_fixation,JSONB,checkbox,GHJ glenoid recon anterior FBG fixation
ghj_glenoid_recon_anterior_fbg_fixation_number,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_anterior_fbg_fixation_number,VARCHAR(50),radio,GHJ glenoid recon anterior FBG fixation number
ghj_latarjet_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_latarjet_type,VARCHAR(50),radio,GHJ Latarjet type
ghj_latarjet_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_latarjet_fixation,JSONB,checkbox,GHJ Latarjet fixation
ghj_latarjet_fixation_number,shoulder,,shoulder_general_part_4,orth_sh_ghj_latarjet_fixation_number,VARCHAR(50),radio,GHJ Latarjet fixation number
ghj_bristow_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_bristow_fixation,JSONB,checkbox,GHJ Bristow fixation
ghj_bristow_fixation_number,shoulder,,shoulder_general_part_4,orth_sh_ghj_bristow_fixation_number,VARCHAR(50),radio,GHJ Bristow fixation number
humeral_head_recon_bone_graft_type_hsl,shoulder,,shoulder_general_part_4,orth_sh_humeral_head_recon_bone_graft_type_hsl,VARCHAR(50),radio,Humeral head recon bone graft type HSL
humeral_head_recon_bone_graft_fixation_hsl,shoulder,,shoulder_general_part_4,orth_sh_humeral_head_recon_bone_graft_fixation_hsl,JSONB,checkbox,Humeral head recon bone graft fixation HSL
ghj_labral_recon_anterior,shoulder,,shoulder_general_part_4,orth_sh_ghj_labral_recon_anterior,VARCHAR(50),radio,GHJ labral recon anterior
ghj_labral_recon_anterior_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_labral_recon_anterior_fixation,JSONB,checkbox,GHJ labral recon anterior fixation
ghj_capsular_recon_anterior,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_anterior,VARCHAR(50),radio,GHJ capsular recon anterior
ghj_capsular_recon_anterior_glenoid_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_anterior_glenoid_fixation,JSONB,checkbox,GHJ capsular recon anterior glenoid fixation
ghj_capsular_recon_anterior_humeral_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_anterior_humeral_fixation,JSONB,checkbox,GHJ capsular recon anterior humeral fixation
ghj_capsulolabral_repair_posterior_labrum_to_bone_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsulolabral_repair_posterior_labrum_to_bone_fixat,JSONB,checkbox,GHJ capsulolabral repair posterior labrum to bone fixation
ghj_bony_bankart_posterior_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_bony_bankart_posterior_fixation,JSONB,checkbox,GHJ bony bankart posterior fixation
ghj_glenoid_recon_posterior_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_type,VARCHAR(50),radio,GHJ glenoid recon posterior type
ghj_glenoid_recon_posterior_fbg_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_fbg_type,VARCHAR(50),radio,GHJ glenoid recon posterior FBG type
ghj_glenoid_recon_posterior_fbg_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_fbg_fixation,JSONB,checkbox,GHJ glenoid recon posterior FBG fixation
ghj_glenoid_recon_posterior_fbg_fixation_number,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_fbg_fixation_number,VARCHAR(50),radio,GHJ glenoid recon posterior FBG fixation number
ghj_glenoid_recon_posterior_kouvalchouk_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_kouvalchouk_fixation,JSONB,checkbox,GHJ glenoid recon posterior Kouvalchouk fixation
ghj_glenoid_recon_posterior_kouvalchouk_fixation_number,shoulder,,shoulder_general_part_4,orth_sh_ghj_glenoid_recon_posterior_kouvalchouk_fixation_number,VARCHAR(50),radio,GHJ glenoid recon posterior Kouvalchouk fixation number
humeral_head_recon_bone_graft_type_rhsl,shoulder,,shoulder_general_part_4,orth_sh_humeral_head_recon_bone_graft_type_rhsl,VARCHAR(50),radio,Humeral head recon bone graft type rHSL
humeral_head_recon_bone_graft_fixation_rhsl,shoulder,,shoulder_general_part_4,orth_sh_humeral_head_recon_bone_graft_fixation_rhsl,JSONB,checkbox,Humeral head recon bone graft fixation rHSL
ghj_labral_recon_posterior,shoulder,,shoulder_general_part_4,orth_sh_ghj_labral_recon_posterior,VARCHAR(50),radio,GHJ labral recon posterior
ghj_labral_recon_posterior_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_labral_recon_posterior_fixation,JSONB,checkbox,GHJ labral recon posterior fixation
ghj_capsular_recon_posterior,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_posterior,VARCHAR(50),radio,GHJ capsular recon posterior
ghj_capsular_recon_posterior_glenoid_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_posterior_glenoid_fixation,JSONB,checkbox,GHJ capsular recon posterior glenoid fixation
ghj_capsular_recon_posterior_humeral_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_capsular_recon_posterior_humeral_fixation,JSONB,checkbox,GHJ capsular recon posterior humeral fixation
ghj_spanning_fixation,shoulder,,shoulder_general_part_4,orth_sh_ghj_spanning_fixation,JSONB,checkbox,GHJ spanning fixation
ghj_arthrolysis_techniques,shoulder,,shoulder_general_part_4,orth_sh_ghj_arthrolysis_techniques,JSONB,checkbox,GHJ arthrolysis techniques
glenoid_articular_cartilage_techniques,shoulder,,shoulder_general_part_4,orth_sh_glenoid_articular_cartilage_techniques,JSONB,checkbox,Glenoid articular cartilage techniques
humeral_articular_cartilage_techniques,shoulder,,shoulder_general_part_4,orth_sh_humeral_articular_cartilage_techniques,JSONB,checkbox,Humeral articular cartilage techniques
labrum_treatment_non_instability,shoulder,,shoulder_general_part_4,orth_sh_labrum_treatment_non_instability,JSONB,checkbox,Labrum treatment non instability
labrum_repair_location,shoulder,,shoulder_general_part_4,orth_sh_labrum_repair_location,TEXT,textarea,Labrum repair location
labrum_repair_fixation_to_bone,shoulder,,shoulder_general_part_4,orth_sh_labrum_repair_fixation_to_bone,JSONB,checkbox,Labrum repair fixation to bone
ghj_paralabral_cyst_treatment,shoulder,,shoulder_general_part_4,orth_sh_ghj_paralabral_cyst_treatment,JSONB,checkbox,GHJ paralabral cyst treatment
capsule_treatment_non_instability,shoulder,,shoulder_general_part_4,orth_sh_capsule_treatment_non_instability,JSONB,checkbox,Capsule treatment non instability
capsulectomy_location,shoulder,,shoulder_general_part_4,orth_sh_capsulectomy_location,JSONB,checkbox,Capsulectomy location
capsulotomy_location,shoulder,,shoulder_general_part_4,orth_sh_capsulotomy_location,JSONB,checkbox,Capsulotomy location
capsule_repair_location,shoulder,,shoulder_general_part_4,orth_sh_capsule_repair_location,JSONB,checkbox,Capsule repair location
ghj_biopsy_tissue,shoulder,,shoulder_general_part_4,orth_sh_ghj_biopsy_tissue,JSONB,checkbox,GHJ biopsy tissue
ghj_reduction_native_joint_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_reduction_native_joint_type,JSONB,checkbox,GHJ reduction native joint type
ghj_reduction_arthroplasty_type,shoulder,,shoulder_general_part_4,orth_sh_ghj_reduction_arthroplasty_type,JSONB,checkbox,GHJ reduction arthroplasty type
ghj_extent_of_implant_removal_nonarthroplasty,shoulder,,shoulder_general_part_4,orth_sh_ghj_extent_of_implant_removal_nonarthroplasty,VARCHAR(50),radio,GHJ extent of implant removal nonarthroplasty
ghj_implants_nonarthroplasty_removed,shoulder,,shoulder_general_part_4,orth_sh_ghj_implants_nonarthroplasty_removed,VARCHAR(500),text,GHJ implants nonarthroplasty removed
ghj_implants_nonarthroplasty_retained,shoulder,,shoulder_general_part_4,orth_sh_ghj_implants_nonarthroplasty_retained,VARCHAR(500),text,GHJ implants nonarthroplasty retained
ghj_extent_of_implant_removal_arthroplasty,shoulder,,shoulder_general_part_4,orth_sh_ghj_extent_of_implant_removal_arthroplasty,VARCHAR(50),radio,GHJ extent of implant removal arthroplasty
ghj_implants_arthroplasty_removed,shoulder,,shoulder_general_part_4,orth_sh_ghj_implants_arthroplasty_removed,VARCHAR(500),text,GHJ implants arthroplasty removed
ghj_implants_arthroplasty_retained,shoulder,,shoulder_general_part_4,orth_sh_ghj_implants_arthroplasty_retained,VARCHAR(500),text,GHJ implants arthroplasty retained
ghj_treatment_of_infection,shoulder,,shoulder_general_part_4,orth_sh_ghj_treatment_of_infection,JSONB,checkbox,GHJ treatment of infection
ghj_treatment_other,shoulder,,shoulder_general_part_4,orth_sh_ghj_treatment_other,TEXT,textarea,GHJ treatment other
ghj_technique_details,shoulder,,shoulder_general_part_4,orth_sh_ghj_technique_details,TEXT,textarea,GHJ technique details
ghj_implant_details,shoulder,,shoulder_general_part_4,orth_sh_ghj_implant_details,TEXT,textarea,GHJ implant details
ghj_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_ghj_intraoperative_complications,TEXT,textarea,GHJ intraoperative complications
supraclavicular_plexus_treatment,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_plexus_treatment,JSONB,checkbox,Supraclavicular plexus treatment
supraclavicular_decompression_neurolysis_technique,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_decompression_neurolysis_technique,JSONB,checkbox,Supraclavicular decompression neurolysis technique
supraclavicular_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_neurotisation_donor,TEXT,textarea,Supraclavicular neurotisation donor
supraclavicular_neurotisation_recipient,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_neurotisation_recipient,TEXT,textarea,Supraclavicular neurotisation recipient
supraclavicular_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_nerve_graft_donor,TEXT,textarea,Supraclavicular nerve graft donor
supraclavicular_nerve_graft_recipient,shoulder,,shoulder_general_part_4,orth_sh_supraclavicular_nerve_graft_recipient,TEXT,textarea,Supraclavicular nerve graft recipient
infraclavicular_plexus_treatment,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_plexus_treatment,JSONB,checkbox,Infraclavicular plexus treatment
infraclavicular_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_decompression_technique,JSONB,checkbox,Infraclavicular decompression technique
infraclavicular_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_neurotisation_donor,TEXT,textarea,Infraclavicular neurotisation donor
infraclavicular_neurotisation_recipient,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_neurotisation_recipient,TEXT,textarea,Infraclavicular neurotisation recipient
infraclavicular_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_nerve_graft_donor,TEXT,textarea,Infraclavicular nerve graft donor
infraclavicular_nerve_graft_recipient,shoulder,,shoulder_general_part_4,orth_sh_infraclavicular_nerve_graft_recipient,TEXT,textarea,Infraclavicular nerve graft recipient
plexus_other,shoulder,,shoulder_general_part_4,orth_sh_plexus_other,TEXT,textarea,Plexus other
plexus_technique_details,shoulder,,shoulder_general_part_4,orth_sh_plexus_technique_details,TEXT,textarea,Plexus technique details
plexus_implant_details,shoulder,,shoulder_general_part_4,orth_sh_plexus_implant_details,TEXT,textarea,Plexus implant details
plexus_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_plexus_intraoperative_complications,TEXT,textarea,Plexus intraoperative complications
axillary_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_axillary_nerve_treatment,JSONB,checkbox,Axillary nerve treatment
axillary_nerve_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_axillary_nerve_decompression_technique,JSONB,checkbox,Axillary nerve decompression technique
axillary_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_axillary_neurotisation_donor,TEXT,textarea,Axillary neurotisation donor
axillary_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_axillary_nerve_graft_donor,TEXT,textarea,Axillary nerve graft donor
long_thoracic_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_long_thoracic_nerve_treatment,JSONB,checkbox,Long thoracic nerve treatment
long_thoracic_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_long_thoracic_decompression_technique,TEXT,textarea,Long thoracic decompression technique
long_thoracic_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_long_thoracic_neurotisation_donor,TEXT,textarea,Long thoracic neurotisation donor
long_thoracic_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_long_thoracic_nerve_graft_donor,TEXT,textarea,Long thoracic nerve graft donor
thoracodorsal_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_thoracodorsal_nerve_treatment,JSONB,checkbox,Thoracodorsal nerve treatment
thoracodorsal_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_thoracodorsal_decompression_technique,TEXT,textarea,Thoracodorsal decompression technique
thoracodorsal_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_thoracodorsal_neurotisation_donor,TEXT,textarea,Thoracodorsal neurotisation donor
thoracodorsal_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_thoracodorsal_nerve_graft_donor,TEXT,textarea,Thoracodorsal nerve graft donor
radial_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_radial_nerve_treatment,JSONB,checkbox,Radial nerve treatment
radial_nerve_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_radial_nerve_decompression_technique,JSONB,checkbox,Radial nerve decompression technique
radial_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_radial_neurotisation_donor,TEXT,textarea,Radial neurotisation donor
radial_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_radial_nerve_graft_donor,TEXT,textarea,Radial nerve graft donor
musculocutaneous_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_musculocutaneous_nerve_treatment,JSONB,checkbox,Musculocutaneous nerve treatment
musculocutaneous_nerve_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_musculocutaneous_nerve_decompression_technique,JSONB,checkbox,Musculocutaneous nerve decompression technique
musculocutaneous_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_musculocutaneous_neurotisation_donor,TEXT,textarea,Musculocutaneous neurotisation donor
musculocutaneous_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_musculocutaneous_nerve_graft_donor,TEXT,textarea,Musculocutaneous nerve graft donor
suprascapular_nerve_treatment,shoulder,,shoulder_general_part_4,orth_sh_suprascapular_nerve_treatment,JSONB,checkbox,Suprascapular nerve treatment
suprascapular_nerve_decompression_technique,shoulder,,shoulder_general_part_4,orth_sh_suprascapular_nerve_decompression_technique,JSONB,checkbox,Suprascapular nerve decompression technique
suprascapular_neurotisation_donor,shoulder,,shoulder_general_part_4,orth_sh_suprascapular_neurotisation_donor,TEXT,textarea,Suprascapular neurotisation donor
suprascapular_nerve_graft_donor,shoulder,,shoulder_general_part_4,orth_sh_suprascapular_nerve_graft_donor,TEXT,textarea,Suprascapular nerve graft donor
peripheral_nerves_other,shoulder,,shoulder_general_part_4,orth_sh_peripheral_nerves_other,TEXT,textarea,Peripheral nerves other
peripheral_nerves_technique_details,shoulder,,shoulder_general_part_4,orth_sh_peripheral_nerves_technique_details,TEXT,textarea,Peripheral nerves technique details
peripheral_nerves_implant_details,shoulder,,shoulder_general_part_4,orth_sh_peripheral_nerves_implant_details,TEXT,textarea,Peripheral nerves implant details
peripheral_nerves_intraoperative_complications,shoulder,,shoulder_general_part_4,orth_sh_peripheral_nerves_intraoperative_complications,TEXT,textarea,Peripheral nerves intraoperative complications
deltoid_repair_fixation,shoulder,,shoulder_general_part_4,orth_sh_deltoid_repair_fixation,JSONB,checkbox,Deltoid repair fixation
deltoid_recon_graft,shoulder,,shoulder_general_part_4,orth_sh_deltoid_recon_graft,JSONB,checkbox,Deltoid recon graft
deltoid_recon_graft_fixation,shoulder,,shoulder_general_part_4,orth_sh_deltoid_recon_graft_fixation,JSONB,checkbox,Deltoid recon graft fixation
deltoid_tendon_transfer_donor,shoulder,,shoulder_general_part_4,orth_sh_deltoid_tendon_transfer_donor,JSONB,checkbox,Deltoid tendon transfer donor
deltoid_tendon_transfer_fixation,shoulder,,shoulder_general_part_4,orth_sh_deltoid_tendon_transfer_fixation,JSONB,checkbox,Deltoid tendon transfer fixation
deltoid_extent_of_implant_removal,shoulder,,shoulder_general_part_4,orth_sh_deltoid_extent_of_implant_removal,VARCHAR(50),radio,Deltoid extent of implant removal
deltoid_implants_removed,shoulder,,shoulder_general_part_4,orth_sh_deltoid_implants_removed,TEXT,textarea,Deltoid implants removed
